0.0396	0.0
0.0392	0.0
0.0388	0.0
0.0384	0.0
0.038	0.0
0.0376	0.0
0.0372	0.0
0.0368	0.0
0.0364	0.0
0.036	0.0
0.0356	0.0
0.0352	0.0
0.0348	0.0
0.0344	0.0
0.034	0.0
0.0336	0.0
0.0332	0.0
0.0328	0.0
0.0324	0.0
0.032	0.0
0.0316	0.0
0.0312	0.0
0.0308	0.0
0.0304	0.0
0.03	0.0
0.0296	0.0
0.0292	0.0
0.0288	0.0
0.0284	0.0
0.028	0.0
0.0276	0.0
0.0272	0.0
0.0268	0.0
0.0264	0.0
0.026	0.0
0.0256	0.0
0.0252	0.0
0.0248	0.0
0.0244	0.0
0.024	0.0
0.0236	0.0
0.0232	0.0
0.0228	0.0
0.0224	0.0
0.022	0.0
0.0216	0.0
0.0212	0.0
0.0208	0.0
0.0204	0.0
0.02	0.0
0.0196	0.0
0.0192	0.0
0.0188	0.0
0.0184	0.0
0.018	0.0
0.0176	0.0
0.0172	0.0
0.0168	0.0
0.0164	0.0
0.016	0.0
0.0156	0.0
0.0152	0.0
0.0148	0.0
0.0144	0.0
0.014	0.0
0.0136	0.0
0.0132	0.0
0.0128	0.0
0.0124	0.0
0.012	0.0
0.0116	0.0
0.0112	1e+22
0.0108	1e+22
0.0104	1e+22
0.01	1e+22
0.0096	1e+22
0.0092	1e+22
0.0088	2e+22
0.0084	2e+22
0.008	3e+22
0.0076	4e+22
0.0072	5e+22
0.0068	6e+22
0.0064	7e+22
0.006	9e+22
0.0056	1.1e+23
0.0052	1.4e+23
0.0048	1.8e+23
0.0044	2.2e+23
0.004	2.8e+23
0.0036	3.5e+23
0.0032	4.4e+23
0.0028	5.5e+23
0.0024	6.9e+23
0.002	8.6e+23
0.0016	1.09e+24
0.0012	1.36e+24
0.0008	1.71e+24
0.0004	2.16e+24
0.0	2.67e+24
