

 One-dimensional plot values
 Input line #     129
  X (Microns)   Y (Microns)  Distance (Microns) Photogeneration (pairs/cm^3)  
     22.50000     225.39999     225.39999        5.980021E+02
     22.50000     227.90000     227.89999        5.980021E+02
     22.50000     230.40000     230.40001        5.980021E+02
     22.50000     232.89999     232.89999        5.980021E+02
     22.50000     235.39999     235.39999        5.980021E+02
     22.50000     237.89998     237.89998        5.980021E+02
     22.50000     240.39999     240.39999        5.980021E+02
     22.50000     242.89999     242.89999        5.980021E+02
     22.50000     245.40000     245.39999        5.980021E+02
     22.50000     247.89998     247.89998        6.424971E+02
     22.50000     250.39999     250.39999        6.896616E+02
     22.50000     250.40165     250.40164        9.218152E+02
     22.50000     250.40498     250.40498        1.150820E+03
     22.50000     250.40831     250.40831        1.149743E+03
     22.50000     250.41165     250.41165        1.150820E+03
     22.50000     250.41498     250.41498        1.149743E+03
     22.50000     250.41832     250.41832        1.150820E+03
     22.50000     250.42165     250.42165        1.149743E+03
     22.50000     250.42498     250.42499        1.150820E+03
     22.50000     250.42832     250.42831        1.149743E+03
     22.50000     250.43165     250.43166        1.150820E+03
     22.50000     250.43499     250.43498        1.149743E+03
     22.50000     250.43832     250.43832        1.150820E+03
     22.50000     250.44166     250.44165        1.149743E+03
     22.50000     250.44499     250.44499        1.150820E+03
     22.50000     250.44832     250.44832        7.139645E+02
